task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
goat/search/crossbody_bags/10,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""Search for crossbody bags and keep the selection focused on timeless neutral shades like black, brown and cream, since they work with almost any outfit. I'd like to browse the most luxurious and high-end options first, so arrange the results from highest price to lowest."", ""gt_url"":[""https://www.goat.com/search?query=crossbody+bags&pageNumber=1&colors=black%2Cbrown%2Ccream&sortType=price_high_low"",""https://www.goat.com/bags?pageNumber=1&categories=Bags&types=%2CCrossbody+Bags&colors=black%2Cbrown%2Ccream&sortType=price_high_low""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,hard,null,null,validation,null
goat/search/men_air_force_1/11,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""I have been trying to air force 1. Search for air force 1 using the search bar and select gender as men I am specifically looking for brand new conditioned pairs since I want them straight out of the box. Sort the results by items that are available now."", ""gt_url"":[""https://www.goat.com/search?query=air+force+1&pageNumber=1&genders=men&conditions=new_no_defects&inStock=true""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,medium,null,null,validation,null
goat/search/puffer_jacket/12,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""Start by looking up for puffer jacket on the site and narrow the select gender as women only. I prefer versatile neutral shades like black, white, and cream since they pair easily with almost everything in my closet."", ""gt_url"":[""https://www.goat.com/search?query=puffer+jacket&pageNumber=1&genders=women&colors=black%2Cwhite%2Ccream""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,medium,null,null,validation,null
goat/search/new_balance_sneakers/13,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""Search for New Balance 574 using the search bar, and select the gender as women, I prefer softer neutral tones like cream, blue, and pink. Sort the results from lowest price to highest as I am trying to find the best deal possible."", ""gt_url"":[""https://www.goat.com/search?query=new+balance+574&pageNumber=1&genders=women&colors=cream%2Cblue%2Cpink&sortType=price_low_high""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,hard,null,null,validation,null
goat/search/tote_bag/14,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""Browse tote bags, select gender as women and focus on timeless, versatile colorways like black, brown, and tan that pair easily with everyday outfits. I want to explore the most luxurious and elevated options first, so sort the results from highest price to lowest."", ""gt_url"":[""https://www.goat.com/search?query=tote+bags&pageNumber=1&colors=black%2Cbrown%2Ctan&sortType=price_high_low&genders=women"", ""https://www.goat.com/bags?pageNumber=1&categories=Bags&types=%2CTote+Bags&colors=black%2Cbrown%2Ctan&sortType=price_high_low&genders=women""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,easy,null,null,validation,null
goat/search/supreme_timex/15,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""Search for supreme timex, select gender as men and look for listings that are available now and are in new condition. Sort the results from highest price to lowest so I can explore the best available products."", ""gt_url"":[""https://www.goat.com/search?query=supreme+timex&pageNumber=1&genders=men&conditions=new_no_defects&inStock=true&sortType=price_high_low""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,medium,null,null,validation,null
goat/search/new_balance_550/16,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I've been wanting New Balance 550. Search for New Balance 550 and select gender as women. Since I have a specific aesthetic in mind, I only want to see pairs that are currently available now in either pink or blue colorways."",""gt_url"":[""https://www.goat.com/search?query=new+balance+550&pageNumber=1&genders=women&inStock=true&colors=pink%2Cblue"",""https://www.goat.com/search?query=new+balance+550&pageNumber=1&genders=women&inStock=true&colors=pink"",""https://www.goat.com/search?query=new+balance+550&pageNumber=1&genders=women&inStock=true&colors=blue""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,medium,null,null,validation,null
goat/search/louis_vuitton_wallet/17,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""Search for wallets and set the gender filter to men. I am looking only for options that are available now and the brand should be Louis Vuitton. Show me options only in black and brown colors."",""gt_url"":[""https://www.goat.com/search?pageNumber=1&categories=Accessories&types=%2CWallets&genders=men&inStock=true&brands=Louis+Vuitton&colors=black%2Cbrown"", ""https://www.goat.com/search?query=wallets&pageNumber=1&genders=men&inStock=true&brands=Louis+Vuitton&colors=black%2Cbrown""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,medium,null,null,validation,null
goat/search/vintage_jerseys/18,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I'm looking to source some vintage jerseys to add to my personal archive. Search for vintage jerseys and filter for mens sizing. I specifically want to browse Instant ship options to ensure the pieces have already been authenticated and are ready to be dispatched. Sort the results from highest price to lowest so I can explore the most premium runway showpieces and rare vintage kits first."",""gt_url"":[""https://www.goat.com/search?query=vintage+jerseys&pageNumber=1&sortType=price_high_low&genders=men&instantShip=true""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,medium,null,null,validation,null
goat/search/nike_air_color/19,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I'm looking for nike air, I want my listings to be sorted by price low to high select colors as white and black. I only want the items that are available now and are listed under retail."",""gt_url"":[""https://www.goat.com/search?query=nike+air&pageNumber=1&inStock=true&underRetail=true&colors=black%2Cwhite&sortType=price_low_high""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,hard,null,null,validation,null
goat/search/adidas_supernova/20,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""Search for Adidas Supernova, select gender as women. I want my listings sorted by price low to high, and I want only the products that are on sale and are available now"",""gt_url"":[""https://www.goat.com/search?query=adidas+supernova&pageNumber=1&genders=women&inStock=true&sortType=price_low_high&sale=true""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,hard,null,null,validation,null
goat/search/heels_women/21,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""Search for heels, show only the items that are available now and are listed under retail. Filter for women's sizing. I want my listing sorted by price high to low so I can the best items available"",""gt_url"":[""https://www.goat.com/search?query=heels&pageNumber=1&sortType=price_high_low&inStock=true&underRetail=true&genders=women"",""https://www.goat.com/search?pageNumber=1&categories=Footwear&types=%2CHeels&inStock=true&underRetail=true&sortType=price_high_low&genders=women""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,hard,null,null,validation,null
goat/search/clogs_youth/22,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""Search for clogs. I want the items that are available now and have instant ship option enabled. Filter for youth as gender. Select the multi color option under colors also please sort the results starting from price low to high."",""gt_url"":[""https://www.goat.com/search?query=clogs&pageNumber=1&colors=multi-color&sortType=price_low_high&inStock=true&instantShip=true&genders=youth"",""https://www.goat.com/search?pageNumber=1&categories=Footwear&types=%2CClogs&genders=youth&inStock=true&instantShip=true&sortType=price_low_high&colors=multi-color""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,search,medium,null,null,validation,null
goat/category/new_sneakers/0,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""Browse the Sneakers section under categories and check out under brand Air Jordan, keeping the results focused on men's only. I only want brand new pairs, and I'd like to see options that are currently in stock now. Arrange everything by price high to low so I can browse the most expensive and sought-after and widely loved Jordan pairs first."", ""gt_url"":[""https://www.goat.com/sneakers?pageNumber=1&brands=Air+Jordan&genders=men&inStock=true&conditions=new_no_defects&sortType=price_high_low"", ""https://www.goat.com/search?query=sneakers&pageNumber=1&sortType=price_high_low&brands=Air+Jordan&genders=men&inStock=true&conditions=new_no_defects"", ""https://www.goat.com/search?pageNumber=1&sortType=price_high_low&brands=Air+Jordan&genders=men&inStock=true&conditions=new_no_defects&types=Sneakers&categories=Footwear""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,medium,null,null,validation,null
goat/category/tops_apparel/1,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"": ""Look for T-shirts section under categories. Select gender as men and filter for mens top in size L and look for items in used condition. I'm currently into a very specific palette, so only show me shirts in blue, green and yellow. Sort by price low to high so I can see the best available option"", ""gt_url"":[""https://www.goat.com/apparel/tops/t-shirts?sizes=universal_tops_men_L&pageNumber=1&conditions=used&colors=blue%2Cgreen%2Cyellow&sortType=price_low_high&pageSlug=apparel&taxonomies=tops%2Ct-shirts&genders=men"",""https://www.goat.com/search?query=t-shirts&pageNumber=1&sortType=price_low_high&conditions=used&colors=blue%2Cgreen%2Cyellow&sizes=universal_tops_men_L&genders=men"", ""https://www.goat.com/search?pageNumber=1&categories=Apparel&types=%2CTops&activities=%2CT-Shirts&sortType=price_low_high&conditions=used&colors=blue%2Cgreen%2Cyellow&sizes=universal_tops_men_L&genders=men""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,easy,null,null,validation,null
goat/category/used_condition_bags/2,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""Browse the duffle bag, within the bags section under categories and keep the results focused on pieces in used condition that are currently available now. I'm most interested in premium designer styles, so arrange everything from highest price to lowest to help me explore the most exclusive and elevated options first."", ""gt_url"":[""https://www.goat.com/bags?sortType=price_high_low&pageNumber=1&categories=Bags&types=%2CDuffles&conditions=used&inStock=true"", ""https://www.goat.com/search?query=duffle+bag&pageNumber=1&conditions=used&inStock=true&sortType=price_high_low"", ""https://www.goat.com/search?pageNumber=1&categories=Bags&types=%2CDuffles&sortType=price_high_low&inStock=true&conditions=used""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,medium,null,null,validation,null
goat/category/on_sale_jewellery/3,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""Head to the Jewelry section under categories and select the gender as women, and look for pieces in brand new condition. Since I need the item immediately, specifically filter for Instant ship options that are currently on sale. Sort the results from lowest price to highest so I can find a stunning luxury piece that fits my budget and arrives just in time."", ""gt_url"":[""https://www.goat.com/jewelry?sortType=price_low_high&pageNumber=1&genders=women&conditions=new_no_defects&sale=true&instantShip=true"",""https://www.goat.com/search?query=jewelry&pageNumber=1&sortType=price_low_high&genders=women&conditions=new_no_defects&sale=true&instantShip=true"",""https://www.goat.com/search?pageNumber=1&categories=Jewelry&sortType=price_low_high&genders=women&conditions=new_no_defects&sale=true&instantShip=true""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,medium,null,null,validation,null
goat/category/new_condiiton_outerwear/4,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""I have been looking to invest in jackets, so select the jacket option in the outerwear section under categories and select Amiri and BAPE from the brand options. Select gender as men. I need outerwear size L and only want to browse brand new conditioned pieces. I am looking for something that fits a darker, bold aesthetic, so look for items in black and red. Sort by price high to low so I can see the best from these brands first."", ""gt_url"":[""https://www.goat.com/apparel/outerwear?pageNumber=1&brands=Amiri%2CBAPE&genders=men&sizes=universal_outerwear_men_L&conditions=new_no_defects&colors=red%2Cblack&sortType=price_high_low&categories=Apparel&types=%2COuterwear&activities=%2CJackets"",""https://www.goat.com/search?query=jackets&pageNumber=1&genders=men&sortType=price_high_low&brands=Amiri%2CBAPE&conditions=new_no_defects&colors=red%2Cblack&sizes=universal_outerwear_men_L"", ""https://www.goat.com/search?pageNumber=1&brands=Amiri%2CBAPE&genders=men&sizes=universal_outerwear_men_L&conditions=new_no_defects&colors=red%2Cblack&sortType=price_high_low&categories=Apparel&types=%2COuterwear&activities=%2CJackets""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,easy,null,null,validation,null
goat/category/new_plushes_collectibles/5,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"", ""url"":""https://www.goat.com/"", ""task"":""I looking to buy plushes. Navigate and look for Collectibles section under categories and filter for items that are available now. I want to buy items in new condition. Sort the results from lowest price to highest."", ""gt_url"":[""https://www.goat.com/collectibles?sortType=price_low_high&pageNumber=1&inStock=true&types=%2CPlushes&conditions=new_no_defects&categories=Collectibles"",""https://www.goat.com/search?query=plushes&pageNumber=1&sortType=price_low_high&inStock=true&conditions=new_no_defects"", ""https://www.goat.com/search?pageNumber=1&categories=Collectibles&types=%2CPlushes&sortType=price_low_high&inStock=true&conditions=new_no_defects""], ""location"":""United States"", ""timezone"":""America/Chicago"", ""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,hard,null,null,validation,null
goat/category/recent_apparels/6,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I have been looking to update my kid's wardrobe with youth apparel, that are easy to mix and match for school. Browse in the Apparel section under categories for youth. I only want to see new items that are currently available now, please filter for pieces in white, brown, and cream color."",""gt_url"":[""https://www.goat.com/apparel?categories=Apparel&pageNumber=1&conditions=new_no_defects&inStock=true&colors=white%2Cbrown%2Ccream&genders=youth"",""https://www.goat.com/search?query=youth+apparel+&pageNumber=1&colors=cream%2Cbrown%2Cwhite&inStock=true&conditions=new_no_defects"", ""https://www.goat.com/search?pageNumber=1&categories=Apparel&conditions=new_no_defects&inStock=true&colors=white%2Cbrown%2Ccream&genders=youth""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,hard,null,null,validation,null
goat/category/underretail_jewelry/7,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I have been looking to add a piece of jewelry to my collection but I'm specifically hunting for a brand-new item. Navigate to the Jewelry section under categories and filter for mens items in new condition. I only want to see pieces that are currently listed under retail so I can maximize my investment. Sort the results from highest price to lowest so I can explore the most exclusive luxury items."",""gt_url"":[""https://www.goat.com/jewelry?sortType=price_high_low&pageNumber=1&genders=men&conditions=new_no_defects&underRetail=true"",""https://www.goat.com/search?query=jewelry&pageNumber=1&sortType=price_high_low&genders=men&conditions=new_no_defects&underRetail=true"", ""https://www.goat.com/search?pageNumber=1&categories=Jewelry&genders=men&conditions=new_no_defects&sortType=price_high_low&underRetail=true""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,medium,null,null,validation,null
goat/category/women_retail_tshirts/8,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I have been looking to refresh my summer wardrobe with some high-end t-shirts but want to make sure I'm getting the best possible value. Head to the T-shirts section under categories and filter for womens gender. I only want to see brand new conditioned pieces, and I'm specifically interested in items currently listed under retail. Sort by price high to low so I can browse the expensive tees."",""gt_url"":[""https://www.goat.com/apparel/tops/t-shirts?pageSlug=apparel&taxonomies=tops%2Ct-shirts&pageNumber=1&genders=women&conditions=new_no_defects&underRetail=true&sortType=price_high_low"",""https://www.goat.com/search?query=t-shirts&pageNumber=1&genders=women&conditions=new_no_defects&underRetail=true&sortType=price_high_low"", ""https://www.goat.com/search?pageNumber=1&categories=Apparel&types=%2CTops&activities=%2CT-Shirts&genders=women&conditions=new_no_defects&underRetail=true&sortType=price_high_low""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,medium,null,null,validation,null
goat/category/instant_shipping_apparel/9,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I have been searching for a jacket to wear to an event this weekend and I don't have time to wait for the standard authentication and shipping process. Navigate to the Outerwear section under Apparel, select jackets and filter for womens under gender in size S. I only want to see items that are available now and eligible for Instant ship so they arrive as quickly as possible. Sort the results from highest price to lowest so I can browse the most exclusive pieces first."",""gt_url"":[""https://www.goat.com/apparel/outerwear?pageNumber=1&genders=women&sizes=universal_outerwear_women_S&inStock=true&instantShip=true&sortType=price_high_low&categories=Apparel&types=%2COuterwear&activities=%2CJackets"",""https://www.goat.com/search?query=jackets&pageNumber=1&genders=women&sizes=universal_outerwear_women_S&inStock=true&instantShip=true&sortType=price_high_low"", ""https://www.goat.com/search?pageNumber=1&genders=women&sizes=universal_outerwear_women_S&inStock=true&instantShip=true&sortType=price_high_low&categories=Apparel&types=%2COuterwear&activities=%2CJackets""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,medium,null,null,validation,null
goat/category/new_condition_sneakers/10,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I have been looking to buy sneakers at a slightly better price point because I plan on wearing them immediately anyway. Navigate to the Sneakers section under categories and filter for mens gender. I specifically want to see items in new with defects condition that are currently available now and in stock. Sort the results by price high to low so I can see the expensive shoes with minor imperfections first."",""gt_url"":[""https://www.goat.com/sneakers?productTypes=sneakers&sortType=price_high_low&pageNumber=1&query=&genders=men&conditions=new_with_defects&inStock=true"",""https://www.goat.com/search?sortType=price_high_low&pageNumber=1&query=sneakers&conditions=new_with_defects&genders=men&inStock=true"", ""https://www.goat.com/search?pageNumber=1&categories=Footwear&types=%2CSneakers&sortType=price_high_low&query=&genders=men&conditions=new_with_defects&inStock=true""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,hard,null,null,validation,null
goat/category/coloured_bags/11,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I have been looking for bags to carry my essentials, but I want to stick to a very specific natural color palette that matches my current wardrobe. Navigate to the Bags section and filter for items in new condition. I only want to see options in black, tan, brown, and green to ensure they remain versatile for daily use. Sort by price low to high so I can see the most affordable bags currently trending on the platform."",""gt_url"":[""https://www.goat.com/bags?conditions=new_no_defects&pageNumber=1&colors=black%2Ctan%2Cbrown%2Cgreen&sortType=price_low_high"",""https://www.goat.com/search?query=bags&conditions=new_no_defects&pageNumber=1&colors=black%2Ctan%2Cbrown%2Cgreen&sortType=price_low_high"", ""https://www.goat.com/search?pageNumber=1&categories=Bags&conditions=new_no_defects&colors=black%2Ctan%2Cbrown%2Cgreen&sortType=price_low_high""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,medium,null,null,validation,null
goat/category/youth_swimwear/12,"{""_target_"":""navi_bench.goat.goat_url_match.generate_task_config"",""url"":""https://www.goat.com/"",""task"":""I have been looking to get my son youth swimwear. Navigate to the apparel section under categories and select the Swimwear category. I am looking for youth sizing in gender and want to see the most stylish options from top-tier streetwear and luxury labels. Sort the results by price high to low so I can see which patterns and brands worth for kids swimwear."",""gt_url"":[""https://www.goat.com/apparel?pageNumber=1&genders=youth&sortType=price_high_low&categories=Apparel&types=%2CSwimwear"",""https://www.goat.com/search?query=youth+swimwear&pageNumber=1&sortType=price_high_low"", ""https://www.goat.com/search?pageNumber=1&categories=Apparel&types=%2CSwimwear&sortType=price_high_low&genders=youth""],""location"":""United States"",""timezone"":""America/Chicago"",""timestamp"": null, ""values"": {}}",real,goat,e_commerce,category,hard,null,null,validation,null
