task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
tripadvisor/thingstodo/london_evening_bus_tours/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find Things to Do results for London. Switch to Tours, apply the Bus Tours activity filter, set Time of Day to Evening, set Duration to 1 to 4 hours, and sort by Price (Low to high)."", ""mode"": ""any"", ""queries"": [[{""cities"": [""London""], ""navbar"": [""Tours""], ""type_filters"": [""Bus Tours""], ""required_filters"": [""Evening"", ""1 to 4 hours""], ""sort_orders"": [""Price (Low to high)""]}]], ""location"": ""London, England, United Kingdom"", ""timezone"": ""Europe/London"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,medium,"Open London Things to Do results first, then confirm Tours is selected before applying Bus Tours, Evening, Duration, and the Price (Low to high) sort.",35,validation,null
tripadvisor/thingstodo/mumbai_yoga_south_mumbai/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find things to do in Mumbai. Stay in Attractions, apply the Spas & Wellness category, select Yoga and Pilates, and set the neighborhood to South Mumbai."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Mumbai""], ""navbar"": [""Attractions""], ""category"": [""Spas & Wellness""], ""type_filters"": [""Yoga and Pilates""], ""required_filters"": [""South Mumbai""]}]], ""location"": ""Mumbai, Maharashtra, India"", ""timezone"": ""Asia/Kolkata"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,medium,"Open Mumbai Things to Do results, keep Attractions selected, then apply Spas & Wellness, Yoga and Pilates, and the South Mumbai neighborhood filter.",35,validation,null
tripadvisor/thingstodo/miami_boat_tours_wheelchair_price_dates/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find things to do in Miami. Switch to Outdoor Activities, choose Boat Tours, require Wheelchair accessible, and set the date range to {checkIn} through {checkOut} with a maximum price of $300."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Miami""], ""navbar"": [""Outdoor Activities""], ""type"": [""Boat Tours""], ""required_filters"": [""Wheelchair accessible""], ""date_range_contains"": [""{checkIn}"", ""{checkOut}""], ""max_price"": 300}]], ""location"": ""Miami, Florida, United States"", ""timezone"": ""America/New_York"", ""values"": {""checkIn"": ""April 15, 2026"", ""checkOut"": ""April 23, 2026""}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,hard,"Open Miami Things to Do results, switch to Outdoor Activities, choose Boat Tours, then apply Wheelchair accessible, the April 15 to April 23 date range, and cap the price at $300.",40,validation,null
tripadvisor/thingstodo/lasvegas_beer_tastings_strip_evening/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find things to do in Las Vegas. Switch to Tours, apply Beer Tastings & Tours, set the neighborhood to The Strip, set Time of Day to Evening, set the date range to {checkIn} through {checkOut}, and sort by Traveler favorites."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Las Vegas""], ""navbar"": [""Tours""], ""type_filters"": [""Beer Tastings & Tours""], ""required_filters"": [""The Strip"", ""Evening""], ""sort_orders"": [""Traveler favorites""], ""date_range_contains"": [""{checkIn}"", ""{checkOut}""]}]], ""location"": ""Las Vegas, Nevada, United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {""checkIn"": ""April 29, 2026"", ""checkOut"": ""April 30, 2026""}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,hard,"Open Las Vegas Things to Do results, switch to Tours, then apply Beer Tastings & Tours, The Strip, Evening, the April 29 to April 30 date range, and the Traveler favorites sort.",40,validation,null
tripadvisor/thingstodo/scotland_theatres_5bubbles_dates/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find things to do in Scotland. Switch to Concerts & Shows, select Theater, set the date range to {checkIn} through {checkOut}, and require a 5-bubble Traveler Rating."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Scotland""], ""navbar"": [""Concerts & Shows""], ""type_filters"": [""Theater""], ""required_filters"": [""5 bubbles""], ""date_range_contains"": [""{checkIn}"", ""{checkOut}""]}]], ""location"": ""Scotland, United Kingdom"", ""timezone"": ""Europe/London"", ""values"": {""checkIn"": ""May 7, 2026"", ""checkOut"": ""May 9, 2026""}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,hard,"Open Scotland Things to Do results, switch to Concerts & Shows, then apply Theater and Traveler Rating = 5 bubbles, and the May 7 to May 9 date range.",40,validation,null
tripadvisor/thingstodo/denver_day_trips_georgetown_morning_price/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find things to do in Denver. Switch to Day Trips, apply Denver to Georgetown, set Time of Day to Morning, and set the price range to $0 through $450."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Denver""], ""navbar"": [""Day Trips""], ""type_filters"": [""Denver to Georgetown""], ""required_filters"": [""Morning""], ""min_price"": 0, ""max_price"": 450}]], ""location"": ""Denver, Colorado, United States"", ""timezone"": ""America/Denver"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,hard,"Open Denver Things to Do results, switch to Day Trips, then apply Denver to Georgetown, set Morning, and set the price slider to $0-$450.",40,validation,null
tripadvisor/thingstodo/newdelhi_chandni_chowk_shopping_gifts/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find things to do in New Delhi. Switch to Shopping, select Gift & Specialty Shops, set the neighborhood to Chandni Chowk, and set the date range to {checkIn} through {checkOut}."", ""mode"": ""any"", ""queries"": [[{""cities"": [""New Delhi""], ""navbar"": [""Shopping""], ""type_filters"": [""Gift & Specialty Shops""], ""required_filters"": [""Chandni Chowk""], ""date_range_contains"": [""{checkIn}"", ""{checkOut}""]}]], ""location"": ""Chandni Chowk, New Delhi, India"", ""timezone"": ""Asia/Kolkata"", ""values"": {""checkIn"": ""May 9, 2026"", ""checkOut"": ""May 10, 2026""}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,medium,"Open New Delhi Things to Do results, switch to Shopping, then apply Gift & Specialty Shops and the Chandni Chowk neighborhood; finally set the date range to May 9 to May 10, 2026.",35,validation,null
tripadvisor/thingstodo/chicago_transportation_taxis_shuttles/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find transportation options in Chicago. Switch to Transportation, select Taxis & Shuttles, and require Travelers' Choice."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Chicago""], ""navbar"": [""Transportation""], ""type_filters"": [""Taxis & Shuttles""], ""required_filters"": [""Travelers' Choice"" ]}]], ""location"": ""Chicago, Illinois, United States"", ""timezone"": ""America/Chicago"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,medium,"Open Chicago Things to Do results, switch to Transportation, select Taxis & Shuttles, and require Travelers' Choice.",35,validation,null
tripadvisor/thingstodo/spain_events_cultural_sporting_couples/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find events in Spain. Switch to Events, select Cultural Events and Sporting Events, require Good for Couples, and set the date range to {checkIn} through {checkOut}."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Spain""], ""navbar"": [""Events""], ""type_filters"": [""Cultural Events"", ""Sporting Events""], ""required_filters"": [""Good for Couples""], ""date_range_contains"": [""{checkIn}"", ""{checkOut}""]}]], ""location"": ""Spain"", ""timezone"": ""Europe/Madrid"", ""values"": {""checkIn"": ""May 1, 2026"", ""checkOut"": ""May 30, 2026""}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,medium,"Open Spain Events results, switch to Events, select Cultural Events and Sporting Events, require Good for Couples, and set the date range to May 1 through May 30, 2026.",35,validation,null
tripadvisor/thingstodo/thailand_outdoor_scuba_snorkeling/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_thingstodo_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Attractions"", ""task"": ""Find outdoor activities in Thailand. Switch to Outdoor Activities, select Scuba & Snorkeling, require 4 of 5 bubbles, set the date range to {checkIn} through {checkOut}, and sort by Duration (Long to Short)."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Thailand""], ""navbar"": [""Outdoor Activities""], ""type_filters"": [""Scuba & Snorkeling""], ""required_filters"": [""4 of 5 bubbles""], ""date_range_contains"": [""{checkIn}"", ""{checkOut}""], ""sort_orders"": [""Duration (Long to Short)""]}]], ""location"": ""Thailand"", ""timezone"": ""Asia/Bangkok"", ""values"": {""checkIn"": ""May 15, 2026"", ""checkOut"": ""May 25, 2026""}, ""timestamp"": null}",real,tripadvisor,travel,thingstodo,medium,"Open Thailand Things to Do results, switch to Outdoor Activities, select Scuba & Snorkeling, require 4 of 5 bubbles, set the date range to May 15 through May 25, 2026, and sort by Duration (Long to Short).",35,validation,null
tripadvisor/restaurants/indore_fast_food_fried_quick_bites_brunch_open_now_highest_rating/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Restaurants"", ""task"": ""Find restaurants in Indore, Madhya Pradesh. Apply Cuisine: Fast food, Dish: Fried, Establishment Type: Quick Bites, Meal Type: Brunch, Open now, and sort by Highest Rating."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Indore""], ""required_filters"": [""Fast food"", ""Fried"", ""Quick Bites"", ""Brunch"", ""Open now""], ""sort_orders"": [""Highest Rating""]}]], ""location"": ""Indore, Madhya Pradesh, India"", ""timezone"": ""Asia/Kolkata"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,restaurants,medium,"Apply cuisine, dish, establishment type, meal type, Open now, and Highest Rating sort on TripAdvisor Restaurants.",35,validation,null
tripadvisor/restaurants/istanbul_turkish_brunch_business_best_of_the_best/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Restaurants"", ""task"": ""Find Turkish restaurants in Istanbul. Apply Establishment Type: Restaurants, Meal Type: Brunch, Award: Travelers' Choice Best of the Best, and Great For: Business meetings."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Istanbul""], ""required_filters"": [""Restaurants"", ""Brunch"", ""Travelers' Choice Best of the Best"", ""Business meetings""], ""cuisines"": [""Turkish""], ""establishmentTypes"": [""Restaurants""], ""mealTypes"": [""Brunch""], ""awards"": [""Travelers' Choice Best of the Best""], ""styles"": [""Business meetings"" ]}]], ""location"": ""Istanbul, Turkey"", ""timezone"": ""Europe/Istanbul"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,restaurants,medium,"Open TripAdvisor Restaurants in Istanbul, then apply Turkish cuisine, Restaurants establishment type, Brunch meal type, Travelers' Choice Best of the Best, and Great for Business meetings.",35,validation,null
tripadvisor/restaurants/lisbon_healthy_breakfast_bakeries_gluten_free/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Restaurants"", ""task"": ""Find Healthy breakfast bakeries in Lisbon for 3 people on Wednesday, April 15, 2026 at 8:00 AM. Apply Establishment Type: Bakeries, Meal Type: Breakfast, and Restriction: Gluten free options."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Lisbon""], ""guests"": 3, ""required_filters"": [""Gluten free options""], ""cuisines"": [""Healthy""], ""establishmentTypes"": [ ""Bakeries""], ""mealTypes"": [""Breakfast""], ""date"": ""2026-04-15"", ""time"": ""08:00""}]], ""location"": ""Lisbon, Portugal"", ""timezone"": ""Europe/Lisbon"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,restaurants,medium,"Open TripAdvisor Restaurants in Lisbon, set the party to 3 people, choose Wednesday, April 15, 2026 at 8:00 AM, then apply Healthy cuisine, Bakeries establishment type, Breakfast meal type, and Gluten free options.",35,validation,null
tripadvisor/restaurants/tokyo_bars_pubs_dinner_reservations/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Restaurants"", ""task"": ""Find Bars & Pubs in Tokyo for 1 guest on {checkIn} at 9:00 PM. Apply Establishment Type: Bars & Pubs, Meal Type: Dinner, Online Reservations, Accepts Credit Cards, and sort by Availability."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Tokyo""], ""guests"": 1, ""establishmentTypes"": [""Bars & Pubs""], ""mealTypes"": [""Dinner""], ""diningOptions"": [""Online Reservations"", ""Accepts Credit Cards""], ""sort_orders"": [""Availability""], ""date"": ""{checkIn}"", ""time"": ""21:00""}]], ""location"": ""Tokyo, Japan"", ""timezone"": ""Asia/Tokyo"", ""values"": {""checkIn"": ""Saturday, April 18, 2026""}, ""timestamp"": null}",real,tripadvisor,travel,restaurants,medium,"Open TripAdvisor Restaurants in Tokyo, set the party to 1 guest, choose {checkIn} at 9:00 PM, then apply Bars & Pubs establishment type, Dinner meal type, Online Reservations, Accepts Credit Cards, and sort by Availability.",35,validation,null
tripadvisor/restaurants/new_york_city_french_delivery_michelin_1_star/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Restaurants"", ""task"": ""Find French restaurants in New York City. Apply Establishment Type: Restaurants and Delivery Only, Cuisine: French, MICHELIN Guide: MICHELIN 1 Star, and sort by Highest Rating."", ""mode"": ""any"", ""queries"": [[{""cities"": [""New York City"", ""New York""], ""required_filters"": [""MICHELIN 1 Star""], ""cuisines"": [""French""], ""establishmentTypes"": [""Restaurants"", ""Delivery Only""], ""sort_orders"": [""Highest Rating""]}]], ""location"": ""New York City, NY"", ""timezone"": ""America/New_York"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,restaurants,medium,"Open TripAdvisor Restaurants in New York City. Apply Establishment Type: Restaurants and Delivery Only, Cuisine: French, MICHELIN Guide: MICHELIN 1 Star, and sort by Highest Rating.",35,validation,null
tripadvisor/restaurants/chicago_specialty_food_market_west_side_families/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Restaurants"", ""task"": ""Find Specialty Food Markets in Chicago. Apply Establishment Type: Specialty Food Market, Neighborhood: West Side, Great For: Families with children, and sort by Relevance."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Chicago""], ""establishmentTypes"": [""Specialty Food Market""], ""neighborhoods"": [""West Side""], ""styles"": [""Families with children""], ""sort_orders"": [""Relevance""]}]], ""location"": ""Chicago, IL"", ""timezone"": ""America/Chicago"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,restaurants,medium,"Open TripAdvisor Restaurants in Chicago. Apply Establishment Type: Specialty Food Market, Neighborhood: West Side, Great For: Families with children, and sort by Relevance.",35,validation,null
tripadvisor/restaurants/london_marylebone_british_brunch/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Restaurants"", ""task"": ""Find British restaurants in Marylebone, London for 1 guest on {checkIn} at 11:00 AM. Apply Establishment Type: Restaurants, Meal Type: Brunch, Cuisine: British, and Neighborhood: Marylebone."", ""mode"": ""any"", ""queries"": [[{""cities"": [""London"", ""Marylebone""], ""guests"": 1, ""establishmentTypes"": [""Restaurants""], ""mealTypes"": [""Brunch""], ""cuisines"": [""British""], ""neighborhoods"": [""Marylebone""], ""date"": ""{checkIn}"", ""time"": ""11:00""}]], ""location"": ""Marylebone, London, UK"", ""timezone"": ""Europe/London"", ""values"": {""checkIn"": ""Thursday, April 30, 2026""}, ""timestamp"": null}",real,tripadvisor,travel,restaurants,medium,"Open TripAdvisor Restaurants in Marylebone, London. Set the party size to 1 guest, choose {checkIn} at 11:00 AM, and apply Establishment Type: Restaurants, Meal Type: Brunch, Cuisine: British, and Neighborhood: Marylebone.",35,validation,null
tripadvisor/restaurants/bali_fish_restaurants_bestofthebest_open_now_highest_rating/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Restaurants"", ""task"": ""Find Fish restaurants in Bali, Indonesia. Apply Establishment Type: Restaurants, Dish: Fish, Award: Travelers' Choice Best of the Best, Open now, and sort by Highest Rating."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Bali""], ""required_filters"": [""Fish"", ""Restaurants"", ""Travelers' Choice Best of the Best"", ""Open now""], ""sort_orders"": [""Highest Rating""]}]], ""location"": ""Bali, Indonesia"", ""timezone"": ""Asia/Jakarta"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,restaurants,medium,"Open TripAdvisor Restaurants in Bali, then apply Fish dish, Restaurants establishment type, Travelers' Choice Best of the Best award, and Open now status with Highest Rating sort.",35,validation,null
tripadvisor/restaurants/los_angeles_latin_parking_romantic_featured/001,"{""_target_"": ""navi_bench.tripadvisor.tripadvisor_info_gathering.generate_task_config_deterministic"", ""url"": ""https://www.tripadvisor.com/Restaurants"", ""task"": ""Find Latin restaurants in Los Angeles, California. Apply Establishment Type: Restaurants, Cuisine: Latin, Feature: Parking Available, Award: Travelers' Choice, Great For: Romantic, and sort by Featured."", ""mode"": ""any"", ""queries"": [[{""cities"": [""Los Angeles""], ""required_filters"": [""Latin"", ""Restaurants"", ""Parking Available"", ""Travelers' Choice"", ""Romantic""], ""sort_orders"": [""Featured""]}]], ""location"": ""Los Angeles, California, United States"", ""timezone"": ""America/Los_Angeles"", ""values"": {}, ""timestamp"": null}",real,tripadvisor,travel,restaurants,medium,"Open TripAdvisor Restaurants in Los Angeles, then apply Latin cuisine, Restaurants establishment type, Parking Available feature, Travelers' Choice award, and Romantic great for with Featured sort.",35,validation,null
