task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_split,suggested_difficulty,suggested_hint,suggested_max_steps,metadata_json
navi_bench/redfin/dallas_property_search/2,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Look for homes for sale in Dallas that include a finished or unfinished basement, a primary bedroom on the main level, and a guest house."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.redfin.com/city/30794/TX/Dallas/filter/basement-type=finished+unfinished,primary-bed-on-main,guest-house"", ""https://www.redfin.com/city/30794/TX/Dallas/filter/basement-type=finished,primary-bed-on-main,guest-house"", ""https://www.redfin.com/city/30794/TX/Dallas/filter/basement-type=unfinished,primary-bed-on-main,guest-house""]]}",real,redfin,realestate,dallas_property_search,train,medium,null,null,null
navi_bench/redfin/dallas_land_search/0,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Search for land for sale in Dallas with FHA financing accepted and a maximum price per square foot of $600."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.redfin.com/city/30794/TX/Dallas/filter/property-type=land,max-price-per-sqft=600-sqft,financing-type=FHA""]]}",real,redfin,realestate,dallas_land_search,validation,medium,null,null,null
navi_bench/redfin/dallas_multifamily_search/0,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Find multifamily properties for sale in Dallas with at least 3,000 square feet."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.redfin.com/city/30794/TX/Dallas/filter/property-type=multifamily,min-sqft=3k-sqft""]]}",real,redfin,realestate,dallas_multifamily_search,train,medium,null,null,null
navi_bench/redfin/orland_park_sales_search/0,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Find homes in Orland Park, Illinois priced between $200,000 and $1,000,000 that were sold in the last 3 months."",""location"":""Orland Park, IL, United States"",""timezone"":""America/Chicago"",""gt_urls"": [[""https://www.redfin.com/city/29503/IL/Orland-Park/filter/min-price=200k,max-price=1M,include=sold-3mo""]]}",real,redfin,realestate,orland_park_sales_search,train,medium,null,null,null
navi_bench/redfin/orland_park_sales_search/1,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Search for homes for sale in Orland Park with at least 3 bedrooms and minimum 2 bathrooms."",""location"":""Orland Park, IL, United States"",""timezone"":""America/Chicago"",""gt_urls"": [[""https://www.redfin.com/city/29503/IL/Orland-Park/filter/min-beds=3,min-baths=2""]]}",real,redfin,realestate,orland_park_sales_search,train,easy,null,null,null
navi_bench/redfin/orland_park_sales_search/2,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Find waterfront homes in Orland Park that were sold within the last 6 months."",""location"":""Orland Park, IL, United States"",""timezone"":""America/Chicago"",""gt_urls"": [[""https://www.redfin.com/city/29503/IL/Orland-Park/filter/include=sold-6mo,water-front""]]}",real,redfin,realestate,orland_park_sales_search,train,medium,null,null,null
navi_bench/redfin/orland_park_sales_search/3,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Look for townhouses for sale in Orland Park with 1 to 3 bedrooms, excluding land-lease properties, and including finished basement."",""location"":""Orland Park, IL, United States"",""timezone"":""America/Chicago"",""gt_urls"": [[""https://www.redfin.com/city/29503/IL/Orland-Park/filter/property-type=townhouse,min-beds=1,max-beds=3,exclude-land-lease,basement-type=finished""]]}",real,redfin,realestate,orland_park_sales_search,train,hard,null,null,null
navi_bench/redfin/irvine_home_search/5,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Search for homes for sale in Irvine California with a finished or unfinished basement, primary bedroom on the main floor, air conditioning, and a fireplace."",""location"":""Irvine, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"": [[""https://www.redfin.com/city/9361/CA/Irvine/filter/basement-type=finished+unfinished,primary-bed-on-main,air-conditioning,fireplace"", ""https://www.redfin.com/city/9361/CA/Irvine/filter/basement-type=finished,primary-bed-on-main,air-conditioning,fireplace"", ""https://www.redfin.com/city/9361/CA/Irvine/filter/basement-type=unfinished,primary-bed-on-main,air-conditioning,fireplace""]]}",real,redfin,realestate,irvine_home_search,validation,hard,null,null,null
navi_bench/redfin/manhattan_homes_search/6,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Find homes for sale in Manhattan priced between $200,000 and $1,000,000 with 2 to 3 bedrooms, at least 2 bathrooms, and that allow pets."",""location"":""Manhattan, NY, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/35948/NY/Manhattan/filter/min-price=200k,max-price=1M,min-beds=2,max-beds=3,min-baths=2,pets-allowed""]]}",real,redfin,realestate,manhattan_homes_search,train,hard,null,null,null
navi_bench/redfin/long_island_homes_search/0,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/neighborhood/219261/NY/New-York/Long-Island"",""task"":""Find homes for sale in Long Island priced between $250,000 and $750,000 with at least 2,000 sqft, that have elementary, middle, and high schools with a GreatSchools rating of 4 or higher."",""location"":""New York, NY, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/neighborhood/219261/NY/New-York/Long-Island/filter/min-price=250k,max-price=750k,min-sqft=2k-sqft,school-rating=4,school-types=elementary+middle+high""]]}",real,redfin,realestate,long_island_homes_search,train,hard,null,null,null
navi_bench/redfin/long_island_homes_search/1,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/neighborhood/219261/NY/New-York/Long-Island"",""task"":""Search for Long Island homes for sale with either finished or unfinished basements and a washer and dryer hookup."",""location"":""New York, NY, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/neighborhood/219261/NY/New-York/Long-Island/filter/basement-type=finished+unfinished,washer-dryer"", ""https://www.redfin.com/neighborhood/219261/NY/New-York/Long-Island/filter/basement-type=finished,washer-dryer"", ""https://www.redfin.com/neighborhood/219261/NY/New-York/Long-Island/filter/basement-type=unfinished,washer-dryer""]]}",real,redfin,realestate,long_island_homes_search,train,medium,null,null,null
navi_bench/redfin/long_island_homes_search/2,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/neighborhood/219261/NY/New-York/Long-Island"",""task"":""Find fixer-upper homes for sale in Long Island with 1 to 3 stories."",""location"":""New York, NY, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/neighborhood/219261/NY/New-York/Long-Island/filter/is-fixer,min-stories=1,max-stories=3""]]}",real,redfin,realestate,long_island_homes_search,train,medium,null,null,null
navi_bench/redfin/philadelphia_rentals_search/3,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/city/15502/PA/Philadelphia/rentals"",""task"":""Look for rental homes in Philadelphia under $2,000 with at least 3 bathrooms, minimum 700 sqft, cat-friendly, and parking allowed."",""location"":""Philadelphia, PA, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/15502/PA/Philadelphia/rentals/filter/max-price=2k,min-baths=3,min-sqft=700,cats-allowed,has-parking""]]}",real,redfin,realestate,philadelphia_rentals_search,train,hard,null,null,null
navi_bench/redfin/philadelphia_rentals_search/4,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/rentals"",""task"":""Find condos or apartment rentals in Philadelphia with at least 4 bedrooms and 4 bathrooms."",""location"":""Philadelphia, PA, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/15502/PA/Philadelphia/rentals/filter/property-type=condo+multifamily,min-beds=4,min-baths=4"", ""https://www.redfin.com/city/15502/PA/Philadelphia/rentals/filter/property-type=multifamily,min-beds=4,min-baths=4"", ""https://www.redfin.com/city/15502/PA/Philadelphia/rentals/filter/property-type=condo,min-beds=4,min-baths=4""]]}",real,redfin,realestate,philadelphia_rentals_search,train,medium,null,null,null
navi_bench/redfin/ohio_city_rentals_search/5,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/neighborhood/150814/OH/Cleveland/Ohio-City/rentals"",""task"":""Search for rentals in Ohio City under $1,000 with at least 1 bedroom."",""location"":""Cleveland, OH, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/neighborhood/150814/OH/Cleveland/Ohio-City/rentals/filter/max-price=1k,min-beds=1""]]}",real,redfin,realestate,ohio_city_rentals_search,validation,easy,null,null,null
navi_bench/redfin/ohio_city_homes_search/6,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/neighborhood/150814/OH/Cleveland/Ohio-City"",""task"":""Find homes in Ohio City for sale priced under $600,000 with at least 4 bedrooms and a minimum of 2,000 sqft."",""location"":""Cleveland, OH, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/neighborhood/150814/OH/Cleveland/Ohio-City/filter/max-price=600k,min-beds=4,min-sqft=2k-sqft""]]}",real,redfin,realestate,ohio_city_homes_search,train,medium,null,null,null
navi_bench/redfin/ohio_city_search/7,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/neighborhood/150814/OH/Cleveland/Ohio-City"",""task"":""Find available 1-2 bedroom condos for sale in Ohio City."",""location"":""Cleveland, OH, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/neighborhood/150814/OH/Cleveland/Ohio-City/filter/property-type=condo,min-beds=1,max-beds=2""]]}",real,redfin,realestate,ohio_city_search,train,easy,null,null,null
navi_bench/redfin/ohio_city_search/8,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/neighborhood/150814/OH/Cleveland/Ohio-City"",""task"":""Find homes for sale in Ohio City with at least 3 bathrooms and a minimum of 2 garage parking spaces."",""location"":""Cleveland, OH, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/neighborhood/150814/OH/Cleveland/Ohio-City/filter/min-baths=3,min-parking=2""]]}",real,redfin,realestate,ohio_city_search,train,medium,null,null,null
navi_bench/redfin/washington_dc_rentals/0,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/rentals"",""task"":""Find apartment rental properties in Washington DC that include special deals and have utilities included."",""location"":""Washington, DC, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/12839/DC/Washington-DC/rentals/filter/property-type=multifamily,has-deal,utilities-included""]]}",real,redfin,realestate,washington_dc_rentals,train,hard,null,null,null
navi_bench/redfin/washington_dc_homes_search/1,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Search for homes for sale in Washington DC with at least two parking spaces and a private pool."",""location"":""Washington, DC, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/12839/DC/Washington-DC/filter/min-parking=2,pool-type=private""]]}",real,redfin,realestate,washington_dc_home_search,train,hard,null,null,null
navi_bench/redfin/washington_dc_homes_search/2,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Find newly constructed homes in Washington DC for sale with at least three bedrooms and two parking spaces."",""location"":""Washington, DC, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/12839/DC/Washington-DC/filter/min-beds=3,min-parking=2,include=construction""]]}",real,redfin,realestate,washington_dc_homes_search,train,hard,null,null,null
navi_bench/redfin/floris_va_rentals/3,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Find any available rental properties in Floris Virginia with a pool."",""location"":""Floris, VA, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/35914/VA/Floris/rentals/filter/has-pool""]]}",real,redfin,realestate,floris_va_rentals,train,hard,null,null,null
navi_bench/redfin/tampa_family_homes_search/4,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Search for houses for sale in Tampa priced between $300k and $500k that have accessibility features."",""location"":""Tampa, FL, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/18142/FL/Tampa/filter/property-type=house,min-price=300k,max-price=500k,is-accessible""]]}",real,redfin,realestate,tampa_family_homes_search,validation,hard,null,null,null
navi_bench/redfin/tampa_newer_homes_search/5,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Find homes for sale in Tampa priced between $200k and $700k built in or after 2010 with at least two bathrooms and minimum 2000 square feet in lot size."",""location"":""Tampa, FL, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/18142/FL/Tampa/filter/min-price=200k,max-price=700k,min-baths=2,min-year-built=2010,min-lot-size=2k-sqft""]]}",real,redfin,realestate,tampa_newer_homes_search,validation,medium,null,null,null
navi_bench/redfin/tampa_green_homes_search/6,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Search for environmentally friendly green homes for sale in Tampa built in or after 2018 with at least two bathrooms priced between $200k and $700k."",""location"":""Tampa, FL, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/18142/FL/Tampa/filter/min-price=200k,max-price=700k,min-baths=2,min-year-built=2018,is-green""]]}",real,redfin,realestate,tampa_green_homes_search,train,hard,null,null,null
navi_bench/redfin/tampa_homes_search/7,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Find properties in Tampa for sale that has at least 1 garage parking spot and a balcony home feature."",""location"":""Tampa, FL, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/18142/FL/Tampa/filter/min-parking=1,remarks=balcony""]]}",real,redfin,realestate,tampa_home_search,train,hard,null,null,null
navi_bench/redfin/tampa_homes_search/8,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Search for Tampa properties for sale that offer atleast one garage spot and has elevator access."",""location"":""Tampa, FL, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/18142/FL/Tampa/filter/has-elevator,min-parking=1""]]}",real,redfin,realestate,tampa_homes_search,validation,easy,null,null,null
navi_bench/redfin/tampa_affordable_homes_search/9,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/"",""task"":""Look for affordable homes for sale in Tampa priced under $400k that have air conditioning and fireplace."",""location"":""Tampa, FL, United States"",""timezone"":""America/New_York"",""gt_urls"": [[""https://www.redfin.com/city/18142/FL/Tampa/filter/max-price=400k,air-conditioning,fireplace""]]}",real,redfin,realestate,tampa_affordable_homes_search,train,medium,null,null,null
navi_bench/redfin/kansas_city_house_search/0,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Find houses for sale in Kansas City that are between 1,600 to 2,000 square feet."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.redfin.com/city/35751/MO/Kansas-City/filter/property-type=house,min-sqft=1.6k-sqft,max-sqft=2k-sqft""]]}",real,redfin,realestate,kansas_city_house_search,validation,medium,null,null,null
navi_bench/redfin/kansas_city_homes_search/1,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Search for homes for sale in Kansas City priced under $525,000."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.redfin.com/city/35751/MO/Kansas-City/filter/max-price=525k""]]}",real,redfin,realestate,kansas_city_homes_search,train,easy,null,null,null
navi_bench/redfin/kansas_city_homes_search/2,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Find pet-friendly homes in Kansas City for sale with 1 to 4 bedrooms and at least 1 bathroom, under $200,000."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.redfin.com/city/35751/MO/Kansas-City/filter/max-price=200k,min-beds=1,max-beds=4,min-baths=1,pets-allowed""]]}",real,redfin,realestate,kansas_city_homes_search,train,medium,null,null,null
navi_bench/redfin/kansas_city_homes_search/3,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/rentals"", ""task"": ""Look for rental properties in Kansas City priced under $1,000 per month."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.redfin.com/city/35751/MO/Kansas-City/rentals/filter/max-price=1k""]]}",real,redfin,realestate,kansas_city_homes_search,train,easy,null,null,null
navi_bench/redfin/kansas_city_rentals_search/4,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Find rentals in Kansas City priced between $600 and $2,500 that allow parking."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.redfin.com/city/35751/MO/Kansas-City/rentals/filter/min-price=600,max-price=2.5k,has-parking""]]}",real,redfin,realestate,kansas_city_rentals_search,train,medium,null,null,null
navi_bench/redfin/kansas_city_rentals_search/5,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Search for furnished rental homes in Kansas City priced between $200 and $3,500 and includes dishwasher too."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.redfin.com/city/35751/MO/Kansas-City/rentals/filter/min-price=200,max-price=3.5k,has-dishwasher,is-furnished""]]}",real,redfin,realestate,kansas_city_rentals_search,train,medium,null,null,null
navi_bench/redfin/portland_homes_search/6,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Find multi-family properties for sale in Portland with at least 2 stories and are priced under $700,000."", ""location"": ""Portland, OR, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.redfin.com/city/30772/OR/Portland/filter/property-type=multifamily,max-price=700k,min-stories=2""]]}",real,redfin,realestate,portland_homes_search,train,medium,null,null,null
navi_bench/redfin/portland_rentals_search/7,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Look for rental properties in Portland priced between $800 and $3,500 that allow parking."", ""location"": ""Portland, OR, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.redfin.com/city/30772/OR/Portland/rentals/filter/min-price=800,max-price=3.5k,has-parking""]]}",real,redfin,realestate,portland_rentals_search,train,medium,null,null,null
navi_bench/redfin/santa_fe_budget_rentals_search/8,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/"", ""task"": ""Search for rental properties in Santa Fe priced under $1,250 per month."", ""location"": ""Santa Fe, NM, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.redfin.com/city/18007/NM/Santa-Fe/rentals/filter/max-price=1.25k""]]}",real,redfin,realestate,santa_fe_budget_rentals_search,train,easy,null,null,null
navi_bench/redfin/santa_fe_rentals_search/9,"{""_target_"": ""navi_bench.redfin.redfin_url_match.generate_task_config"", ""url"": ""https://www.redfin.com/rentals"", ""task"": ""Find furnished rental homes in Santa Fe priced between $600 and $2,500."", ""location"": ""Santa Fe, NM, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.redfin.com/city/18007/NM/Santa-Fe/rentals/filter/min-price=600,max-price=2.5k,is-furnished""]]}",real,redfin,realestate,santa_fe_rentals_search,train,medium,null,null,null
navi_bench/redfin/new_orleans_home_search/0,"{""_target_"":""navi_bench.redfin.redfin_url_match.generate_task_config"",""url"":""https://www.redfin.com/city/14233/LA/New-Orleans"",""task"":""Find houses or townhouses for sale in New Orleans between 1,600 and 2,000 square feet."",""location"":""New Orleans, LA, United States"",""timezone"":""America/Chicago"",""gt_urls"": [[""https://www.redfin.com/city/14233/LA/New-Orleans/filter/property-type=house+townhouse,min-sqft=1.6k-sqft,max-sqft=2k-sqft"", ""https://www.redfin.com/city/14233/LA/New-Orleans/filter/property-type=house,min-sqft=1.6k-sqft,max-sqft=2k-sqft"", ""https://www.redfin.com/city/14233/LA/New-Orleans/filter/property-type=townhouse,min-sqft=1.6k-sqft,max-sqft=2k-sqft""]]}",real,redfin,realestate,new_orleans_home_search,train,medium,null,null,null
